Eval mean reward,Eval std,success ratio 50mm,Average reach time 50mm,success ratio 20mm,Average reach time 20mm,success ratio 10mm,Average reach time 10mm,success ratio 5mm,Average reach time 5mm
-9.828548074701088,12.26781828975996,0.05263157894736842,133.0,0.0,,0.0,,0.0,
