seed_0,seed_1,mean_reward,std_reward,upper,lower,timesteps
-12.960042148595198,-9.031535126640287,-10.995788637617771,7.55587299480506,-3.4399156428126996,-18.551661632422796,17400
-12.732742432767363,-8.42566601455792,-10.579204223662668,7.6602683708470405,-2.918935852815618,-18.239472594509678,17550
-12.680230575240763,-8.388993800340522,-10.53461218779067,7.65234854919244,-2.88226363859822,-18.186960736983078,17700
-12.98599793500239,-8.483812141674356,-10.7349050383384,7.569447683264308,-3.165457355074082,-18.304352721602676,17850
-13.282239676371107,-8.626049376282593,-10.954144526326877,7.492445429884069,-3.4616990964427994,-18.446589956210918,18000
-13.658354281134125,-8.744012431744949,-11.201183356439564,7.491489621999292,-3.7096937344402625,-18.69267297843883,18150
-13.642529070212209,-8.938613532489544,-11.290571301350905,7.4314488246847965,-3.859122476666098,-18.72202012603567,18300
-13.329715699820788,-8.173931076245253,-10.75182338803305,7.395918386136242,-3.355905001896795,-18.147741774169262,18450
-13.542101990110563,-8.07703325391096,-10.80956762201079,7.550560442448276,-3.259007179562501,-18.360128064459037,18600
-13.992494418518426,-8.34294233199615,-11.167718375257317,7.642802117609612,-3.524916257647692,-18.8105204928669,18750
-14.533312024334814,-8.760950642035585,-11.647131333185227,7.704206765498089,-3.9429245676871263,-19.351338098683286,18900
-14.217499855703474,-8.909791367787479,-11.563645611745505,7.608115483274641,-3.9555301284708526,-19.171761095020116,19050
-14.241795035715896,-9.119956624761198,-11.680875830238573,7.612364288268448,-4.068511541970116,-19.29324011850699,19200
-14.778624654350779,-8.966699368457403,-11.872662011404119,7.677052268851883,-4.195609742552225,-19.54971428025597,19350
-14.165886344716728,-9.444007356652813,-11.804946850684798,7.424680567111604,-4.380266283573184,-19.229627417796372,19500
-14.133399376191967,-8.966206676802535,-11.54980302649728,7.612211882171818,-3.9375911443254537,-19.162014908669065,19650
-14.02099096053565,-9.32886137524107,-11.674926167888389,7.6012741789130756,-4.0736519889753025,-19.276200346801435,19800
-14.074540394200119,-9.697026981325667,-11.885783687762919,7.443966092703011,-4.441817595059898,-19.329749780465903,19950
-14.434168336107824,-10.009432796730614,-12.221800566419244,7.46757715595439,-4.754223410464845,-19.689377722373607,20100
-14.602174690535684,-10.280184830254978,-12.441179760395357,7.416204316406136,-5.0249754439892085,-19.857384076801466,20250
-15.016605214865194,-10.077117350967994,-12.54686128291662,7.698779209796907,-4.848082073119702,-20.2456404927135,20400
-15.112172652566617,-10.338552097907087,-12.725362375236877,7.781712864415742,-4.943649510821125,-20.507075239652593,20550
-15.076511829155633,-10.42841358612907,-12.752462707642378,7.71895170859926,-5.033510999043109,-20.47141441624161,20700
-14.488547668261322,-10.709282605901722,-12.598915137081546,7.37587962583232,-5.223035511249219,-19.97479476291384,20850
-14.438580298526889,-10.782895416571618,-12.610737857549276,7.314089535630153,-5.296648321919117,-19.924827393179406,21000
-14.063340752898554,-10.55357686076985,-12.308458806834226,7.241129040716872,-5.067329766117347,-19.549587847551074,21150
-13.742902222109484,-10.231761569667558,-11.987331895888545,7.240440660560262,-4.746891235328275,-19.227772556448784,21300
-14.0769056917868,-9.589894835595805,-11.833400263691326,7.072462201170103,-4.760938062521216,-18.905862464861407,21450
-14.373287232703692,-9.502775980793327,-11.938031606748531,7.149929283560061,-4.788102323188463,-19.087960890308572,21600
-14.252493807750241,-9.90052709455332,-12.076510451151805,7.299817924335099,-4.7766925268166975,-19.37632837548688,21750
-13.949801938786438,-10.603790633194958,-12.276796285990722,7.486877763342011,-4.789918522648703,-19.763674049332714,21900
-14.165127806569785,-10.469128243987768,-12.317128025278798,7.661871891837279,-4.6552561334415135,-19.97899991711606,22050
-14.3628693495252,-10.39922872176948,-12.381049035647361,7.528051359250428,-4.852997676396927,-19.90910039489777,22200
-13.687987298654553,-10.544791780799018,-12.116389539726809,7.6029694445865115,-4.51342009514029,-19.719358984313303,22350
-13.341537682361537,-10.438749381185069,-11.890143531773326,7.676367499276307,-4.213776032497013,-19.566511031049615,22500
-13.069813067465612,-10.444149861136946,-11.756981464301303,7.537804951852406,-4.2191765124488905,-19.294786416153688,22650
-12.671562201530186,-10.368958398201691,-11.520260299865964,7.560973005162473,-3.9592872947034845,-19.08123330502842,22800
-12.612047130036897,-10.312544927991134,-11.46229602901404,7.559422204521106,-3.902873824492927,-19.02171823353513,22950
-12.707049533100529,-10.109176228719356,-11.408112880909966,7.442947876874532,-3.9651650040354274,-18.851060757784477,23100
-12.34979410554376,-9.898093927172885,-11.123944016358347,7.5160344398796815,-3.6079095764786597,-18.63997845623801,23250
-12.576600676326878,-10.119556433099968,-11.348078554713448,7.513362407451665,-3.8347161472617755,-18.861440962165094,23400
-12.645706672064543,-9.743788195669337,-11.194747433866965,7.400936518117962,-3.7938109157489963,-18.59568395198491,23550
-13.143868146339864,-9.467885394540241,-11.305876770440078,7.120518013536886,-4.185358756903186,-18.42639478397695,23700
-13.174038365956438,-9.78794155374644,-11.480989959851463,6.975575043742074,-4.505414916109385,-18.45656500359352,23850
-12.53012130750604,-10.585649080733758,-11.557885194119924,6.948327350553686,-4.609557843566233,-18.506212544673595,24000
-12.240388931500538,-10.488980598839996,-11.36468476517029,6.854717280947224,-4.509967484223064,-18.2194020461175,24150
-12.20158212514853,-10.484945734197431,-11.343263929673004,6.837331310092501,-4.505932619580499,-18.18059523976549,24300
-11.749829031930815,-10.007821812086167,-10.878825422008513,6.824645895645725,-4.054179526362786,-17.703471317654227,24450
-11.192874237323263,-9.9771192365748,-10.584996736949053,6.760429493607717,-3.824567243341336,-17.34542623055676,24600
-11.473316875553044,-9.60593797618503,-10.53962742586906,6.599025589886498,-3.940601835982558,-17.138653015755548,24750
-11.741446565105038,-9.538238092854472,-10.639842328979778,6.766940376327775,-3.8729019526519988,-17.406782705307545,24900
-11.422724844083422,-9.501833152379414,-10.46227899823144,6.625781986054495,-3.8364970121769404,-17.088060984285928,25050
-11.108492985395229,-9.169021996505801,-10.138757490950537,6.635071634647204,-3.5036858563033273,-16.773829125597732,25200
-11.810900123431994,-9.495999667935722,-10.65344989568388,6.822786367950625,-3.8306635277332486,-17.476236263634497,25350
-12.012954609162813,-9.37605918547564,-10.69450689731925,6.789937867915199,-3.9045690294040436,-17.484444765234443,25500
-11.774195351256969,-9.290442476539617,-10.532318913898314,6.738389175634556,-3.7939297382637522,-17.270708089532864,25650
-12.166821304011009,-9.574288519949551,-10.8705549119803,6.747606771787851,-4.122948140192446,-17.618161683768143,25800
-12.0242793276354,-10.335146245088037,-11.179712786361739,7.0089025181670195,-4.170810268194717,-18.18861530452875,25950
-11.960416400376502,-10.707670807135642,-11.33404360375609,6.79070877351377,-4.54333483024232,-18.124752377269854,26100
-11.977833303887717,-10.744442693620949,-11.36113799875435,6.781031282026724,-4.5801067167276255,-18.14216928078107,26250
-11.610706868628752,-10.733688969527343,-11.172197919078064,6.602844926444045,-4.569352992634019,-17.7750428455221,26400
-11.414305162625128,-10.36116622717014,-10.887735694897653,6.554670279652666,-4.333065415244985,-17.44240597455031,26550
-11.232031066451034,-10.030162253029365,-10.63109665974022,6.53185137516155,-4.099245284578666,-17.162948034901763,26700
-10.703459580969016,-10.07939196555378,-10.391425773261417,6.411020556111993,-3.9804052171494213,-16.802446329373403,26850
-10.686717336055517,-9.971144887980394,-10.328931112017974,6.365268139782049,-3.9636629722359227,-16.69419925180002,27000
-10.885404428456647,-10.501205141387027,-10.693304784921857,6.199581559279298,-4.493723225642555,-16.89288634420115,27150
-10.679970931158662,-10.521352582575275,-10.600661756866987,6.3123720285224145,-4.28828972834457,-16.9130337853894,27300
-10.155442264569862,-10.533968324436922,-10.34470529450341,6.535041951840583,-3.809663342662825,-16.87974724634399,27450
-10.172215233145486,-10.278393775022849,-10.225304504084185,6.671215710835432,-3.5540887932487517,-16.89652021491961,27600
-9.786268955573801,-10.660672811737964,-10.2234708836559,7.026395299626635,-3.1970755840292644,-17.249866183282528,27750
-9.304636600096,-10.808489569741212,-10.056563084918626,6.74979596116814,-3.3067671237504834,-16.80635904608676,27900
-9.178264929639484,-10.542275430427681,-9.860270180033602,6.679874726739632,-3.1803954532939667,-16.54014490677323,28050
-8.864796469140188,-10.696670117016392,-9.78073329307831,6.643794774234718,-3.1369385188435874,-16.424528067313023,28200
-8.629051936119515,-10.49582308914325,-9.562437512631401,6.661243526808485,-2.9011939858229145,-16.22368103943988,28350
-8.002409007611421,-10.596762947349871,-9.299585977480666,6.751874036403962,-2.547711941076701,-16.051460013884622,28500
-8.340324102518254,-10.750676679979863,-9.545500391249078,6.843874717542382,-2.701625673706695,-16.38937510879146,28650
-9.062358846680967,-10.514299724781013,-9.788329285731008,7.0591808507661105,-2.7291484349648982,-16.847510136497117,28800
-8.892970617332002,-10.928131858341963,-9.910551237837002,7.030834389736692,-2.8797168481003097,-16.941385627573688,28950
-8.392899227263657,-11.20384004040996,-9.798369633836828,7.149506895555221,-2.6488627382816063,-16.947876529392044,29100
-8.479510799473914,-10.873715251039552,-9.676613025256755,6.948714166213794,-2.7278988590429605,-16.62532719147054,29250
-9.258564818063332,-10.655049596207498,-9.956807207135437,6.757536460114897,-3.199270747020539,-16.714343667250326,29400
-9.351703130493837,-10.35515893544191,-9.853431032967894,6.954050946712943,-2.8993800862549493,-16.80748197968083,29550
-9.53800898530043,-10.230599428170233,-9.884304206735353,6.7986182656738094,-3.085685941061543,-16.682922472409153,29700
-9.994647758644753,-10.268415716344602,-10.131531737494697,6.58920702308883,-3.5423247144058667,-16.720738760583522,29850
-10.464637847137512,-10.43447091428518,-10.449554380711364,6.5475728053355935,-3.9019815753757716,-16.997127186046953,30000
-9.950186993490473,-10.291635364195383,-10.120911178842944,6.387292245591081,-3.733618933251865,-16.508203424434022,30150
-10.022926077086568,-10.651586211842073,-10.337256144464336,6.530898127616379,-3.80635801684796,-16.868154272080712,30300
-9.494737334752072,-10.655886222360142,-10.075311778556122,6.264653751190098,-3.8106580273660278,-16.339965529746216,30450
-9.142330722062958,-10.756503424226864,-9.949417073144927,6.458454434946884,-3.490962638198046,-16.40787150809181,30600
-9.262393131867032,-11.171421648670513,-10.216907390268789,6.605882342266671,-3.6110250480021198,-16.82278973253546,30750
-9.371150424203272,-10.950007974436257,-10.160579199319782,6.626649387121042,-3.5339298121987412,-16.787228586440822,30900
-9.072907954310079,-10.636185894476862,-9.854546924393487,6.634439192154145,-3.2201077322393457,-16.48898611654763,31050
-8.95075669299333,-10.810948983329352,-9.880852838161358,6.676282734117632,-3.2045701040437278,-16.557135572278987,31200
-9.162251965944698,-10.734996551152586,-9.948624258548659,6.8200065866817,-3.12861767186696,-16.768630845230355,31350
-9.771411413751828,-10.079986195388505,-9.925698804570183,6.758526888936835,-3.16717191563335,-16.684225693507013,31500
-9.926543627319665,-10.136505562069754,-10.031524594694726,6.804911434930721,-3.2266131597640064,-16.836436029625446,31650
-9.822156831911443,-10.924737976433335,-10.373447404172406,6.754264487082846,-3.619182917089562,-17.12771189125525,31800
-10.290134407651927,-11.196876727290439,-10.7435055674712,6.804666438046462,-3.938839129424739,-17.548172005517657,31950
-10.43167472049742,-11.257397138749685,-10.844535929623568,6.76415648735334,-4.080379442270231,-17.608692416976904,32100
-10.72408636324267,-11.442309011917907,-11.083197687580304,6.817906372141855,-4.265291315438453,-17.901104059722154,32250
-10.575297043748632,-11.935629814523924,-11.255463429136293,6.726803636305865,-4.528659792830432,-17.982267065442155,32400
-11.30991245982198,-12.629331254752287,-11.96962185728715,6.747260624228358,-5.222361233058796,-18.7168824815155,32550
-11.635583433871293,-12.800037069816199,-12.217810251843762,6.8247432037210585,-5.393067048122707,-19.042553455564814,32700
-10.996821434812146,-12.496877750453837,-11.746849592633007,6.656941863872666,-5.089907728760345,-18.403791456505665,32850
-10.753628581481344,-12.701281102020776,-11.727454841751076,6.75259098226151,-4.974863859489569,-18.480045824012578,33000
-10.958651017653695,-12.196464864864385,-11.577557941259055,7.082487736721612,-4.495070204537447,-18.660045677980662,33150
-10.167332192951557,-11.96229189744895,-11.064812045200267,7.297453114539613,-3.7673589306606567,-18.36226515973988,33300
-10.895599529760267,-11.715782646575601,-11.305691088167949,7.071845811244425,-4.233845276923526,-18.37753689941237,33450
-10.216103424623476,-11.466842650905386,-10.841473037764446,7.27480961142154,-3.5666634263429096,-18.116282649185983,33600
-9.893079843761482,-11.330912438430419,-10.611996141095966,7.181262927228026,-3.4307332138679425,-17.79325906832399,33750
-9.180171754416435,-10.966858788905567,-10.073515271661016,7.278298738487909,-2.79521653317311,-17.351814010148924,33900
-9.727576553630445,-10.975315398664035,-10.351445976147255,7.5477728332156815,-2.803673142931578,-17.89921880936294,34050
-9.469681912224885,-11.033951046786534,-10.251816479505724,7.654491943487485,-2.597324536018242,-17.90630842299321,34200
-9.816915303604983,-11.03394038994478,-10.425427846774896,7.6600441876447505,-2.7653836591301486,-18.085472034419645,34350
-9.827899995435592,-10.895361439938664,-10.361630717687143,7.585262366726389,-2.776368350960756,-17.94689308441353,34500
-9.602502698144306,-10.664602228040621,-10.13355246309248,7.5879433240297685,-2.5456091390627114,-17.721495787122244,34650
-10.145565114859338,-10.151217128576121,-10.148391121717745,7.663992289844615,-2.4843988318731296,-17.812383411562358,34800
-10.46869933318039,-9.998154455228281,-10.233426894204353,7.425893844010169,-2.807533050194184,-17.659320738214518,34950
-9.87053026911347,-10.187917731932837,-10.02922400052317,7.224572188169975,-2.804651812353194,-17.25379618869314,35100
-10.117109299933404,-9.771238899812904,-9.94417409987317,6.8929432567000415,-3.051230843173127,-16.83711735657321,35250
-10.695270359565322,-9.741800992497883,-10.21853567603162,7.1586175218914825,-3.059918154140135,-17.3771531979231,35400
-10.496673525837412,-9.076708813272758,-9.786691169555102,6.9466910315472195,-2.840000138007881,-16.733382201102316,35550
-10.456142668746955,-8.690398049050025,-9.573270358898505,6.921729364074268,-2.6515409948242374,-16.49499972297277,35700
-11.000765056120812,-8.668504985705944,-9.834635020913396,7.078745076719164,-2.755889944194231,-16.913380097632558,35850
-11.732340882311183,-9.275354061963622,-10.503847472137423,7.016381701752818,-3.487465770384602,-17.520229173890236,36000
-11.81105876917987,-9.741079811161173,-10.776069290170541,6.822877770588388,-3.953191519582152,-17.598947060758924,36150
-11.099380237696515,-10.55392435361005,-10.826652295653302,6.890627324649994,-3.9360249710033077,-17.71727962030329,36300
-11.51410357380483,-10.050851787647082,-10.782477680725977,7.086261555260097,-3.6962161254658765,-17.86873923598607,36450
-11.710870677831222,-9.947393162837264,-10.829131920334264,6.936148690841993,-3.892983229492268,-17.765280611176248,36600
-12.221976012941914,-9.812921681095542,-11.01744884701875,7.258937099268199,-3.758511747750548,-18.27638594628694,36750
-11.790430421140284,-9.40461944637972,-10.597524933760024,7.247315420725296,-3.3502095130347254,-17.84484035448531,36900
-11.394427134842594,-9.470621050557215,-10.432524092699929,7.016312975487704,-3.41621111721222,-17.448837068187622,37050
-11.150263824366762,-9.493058057166087,-10.32166094076645,7.149613134030057,-3.1720478067363875,-17.471274074796494,37200
-10.939000867907641,-9.242418734549851,-10.09070980122877,7.1299249509515,-2.9607848502772676,-17.22063475218026,37350
-10.359746988168485,-9.251969122629502,-9.805858055399018,7.31399385733805,-2.4918641980609646,-17.119851912737058,37500
-10.697696248859133,-9.113846957744409,-9.905771603301794,7.526502478091811,-2.3792691252099796,-17.432274081393597,37650
-10.725979518907172,-8.261714667189354,-9.493847093048286,7.494800739532611,-1.9990463535156715,-16.988647832580888,37800
-10.853561135394232,-8.073514041780484,-9.46353758858738,7.652691860480576,-1.8108457281068016,-17.116229449067948,37950
-11.298085353118879,-8.25093377118653,-9.774509562152726,7.519139616321276,-2.2553699458314482,-17.29364917847399,38100
-11.207819789496948,-7.653742859703389,-9.43078132460019,7.26567694239067,-2.165104382209517,-16.696458266990852,38250
-11.079030744289836,-7.657218845037973,-9.368124794663926,7.1995444271198235,-2.168580367544101,-16.56766922178374,38400
-11.389830457488344,-8.26051591159141,-9.825173184539898,7.220202266480638,-2.604970918059258,-17.045375451020526,38550
-11.313556518477524,-8.082270993835023,-9.697913756156293,7.169216777107854,-2.5286969790484393,-16.867130533264138,38700
-11.001129425263983,-8.694232184438642,-9.847680804851333,7.241355055385729,-2.606325749465603,-17.08903586023705,38850
-10.441128554321477,-9.244750244244512,-9.842939399283017,7.226009316719177,-2.6169300825638375,-17.068948716002183,39000
-10.700853351877754,-9.290787276673916,-9.995820314275857,7.332853199282615,-2.662967114993241,-17.32867351355846,39150
-10.814964720334098,-8.872527758361759,-9.843746239347952,7.203375985628843,-2.6403702537191083,-17.047122224976782,39300
-10.673592058972856,-8.98440812598572,-9.82900009247931,7.181681136716139,-2.6473189557631707,-17.010681229195438,39450
-11.129147274261516,-8.885371005784917,-10.00725914002324,7.341087498337029,-2.6661716416862085,-17.348346638360255,39600
-10.651548473540055,-8.98890883894182,-9.82022865624096,7.359748000110624,-2.4604806561303354,-17.17997665635157,39750
-10.62685905529024,-8.58021905482548,-9.603539055057883,7.321795857829848,-2.2817431972280344,-16.925334912887717,39900
-10.360700521309802,-8.197776436047535,-9.279238478678693,7.379937900228601,-1.899300578450088,-16.65917637890728,40050
-10.47827912338894,-7.916586122588966,-9.197432622988977,7.579322357997456,-1.6181102649915187,-16.776754980986418,40200
-10.044568943888827,-8.008687507798768,-9.026628225843822,7.779827710156593,-1.2468005156872253,-16.8064559360004,40350
-9.890626580436953,-7.857748778434955,-8.874187679435979,7.781329527200623,-1.0928581522353513,-16.65551720663659,40500
-9.785545279142074,-8.654435087476603,-9.219990183309362,7.547397241244417,-1.6725929420649437,-16.767387424553764,40650
-10.145215878949333,-8.85601313749803,-9.500614508223705,7.468350966351501,-2.0322635418722035,-16.96896547457519,40800
-9.631483033086806,-8.381510728862231,-9.006496880974543,7.448735747738136,-1.5577611332364052,-16.45523262871266,40950
-9.919969326891223,-8.327598659713543,-9.123783993302407,7.277536566261583,-1.846247427040823,-16.40132055956397,41100
-10.03900302180642,-8.22897869694441,-9.133990859375439,7.386363395103749,-1.7476274642716896,-16.52035425447917,41250
-10.566255557234944,-8.223882016648496,-9.395068786941744,7.381074971795988,-2.013993815145755,-16.776143758737714,41400
-10.239881952858722,-8.995606787547004,-9.617744370202887,7.351290098592399,-2.2664542716104883,-16.969034468795268,41550
-10.508486712036012,-9.161908524364367,-9.835197618200214,7.300138587412436,-2.535059030787778,-17.13533620561263,41700
-9.84952654214562,-9.077986850457796,-9.463756696301731,7.408483567136156,-2.0552731291655744,-16.872240263437867,41850
-10.205143254106273,-8.766977017534684,-9.486060135820502,7.690213866900197,-1.7958462689203047,-17.176274002720678,42000
-10.28407613315919,-9.032837118411004,-9.65845662578512,7.699500553487672,-1.958956072297448,-17.357957179272773,42150
-9.588333514105512,-9.728766028642491,-9.658549771374025,7.791063594225642,-1.8674861771483828,-17.449613365599646,42300
-9.139898558560525,-9.714640119040574,-9.42726933880057,8.008218117197178,-1.4190512216033933,-17.43548745599773,42450
-9.111759198389342,-10.056663107473003,-9.584211152931196,8.193299291498983,-1.3909118614322111,-17.77751044443016,42600
-9.137436191977077,-10.205033715291934,-9.67123495363453,8.25464609861458,-1.4165888550199464,-17.92588105224909,42750
-8.709438829819101,-10.344678905559926,-9.527058867689538,7.970824822401599,-1.5562340452879377,-17.497883690091115,42900
-8.798944006666915,-10.396902732026279,-9.59792336934662,7.98946549759233,-1.6084578717542888,-17.58738886693893,43050
-8.982351824236668,-10.74863347248192,-9.865492648359318,7.925698672942088,-1.9397939754172273,-17.791191321301387,43200
-8.828388616292926,-10.966618691493698,-9.897503653893336,7.739724459464328,-2.157779194429007,-17.637228113357647,43350
-8.71287264742176,-10.777411646462772,-9.745142146942293,7.702878921384448,-2.0422632255578415,-17.44802106832672,43500
-8.240415702825626,-10.560026459381408,-9.400221081103542,7.828897637613735,-1.5713234434898053,-17.22911871871726,43650
-8.235019417412003,-9.961266504402221,-9.098142960907136,7.532215802830953,-1.565927158076182,-16.630358763738073,43800
-8.112225462725462,-10.547053293917534,-9.329639378321522,7.231973993286133,-2.097665385035386,-16.56161337160764,43950
-8.094102726743994,-10.795851711133729,-9.444977218938885,7.365434569884963,-2.0795426490539186,-16.81041178882383,44100
