seed 1,seed 2,mean_reward,std_reward,upper,lower,timesteps
-84.15283538,-104.16395853999998,-94.15839695999999,45.13615011079913,-49.022246849200876,-139.29454707079915,7500
-84.01957939999998,-107.78602099999998,-95.90280019999999,47.30330223091962,-48.59949796908038,-143.20610243091966,7650
-84.66302916,-110.92418777999997,-97.79360846999998,49.06733355290311,-48.72627491709689,-146.86094202290315,7800
-85.07229733999999,-112.04667403999998,-98.55948568999999,49.57165489373596,-48.98783079626404,-148.131140583736,7950
-83.04689499999999,-115.02110283999998,-99.03399891999997,50.4906847875089,-48.5433141324911,-149.52468370750893,8100
-81.57158073999999,-113.97624846,-97.77391459999997,50.79506588768564,-46.978848712314345,-148.56898048768568,8250
-80.34774401999998,-112.14243619999999,-96.24509010999998,50.36374804699371,-45.88134206300628,-146.60883815699376,8400
-80.14267577999998,-112.41242963999998,-96.27755270999998,50.6996673824036,-45.577885327596405,-146.97722009240363,8550
-78.02755947999998,-112.075159,-95.05135923999998,49.80633326822636,-45.245025971773636,-144.8576925082264,8700
-76.81191853999998,-112.31809218000001,-94.56500535999997,49.10521587946636,-45.45978948053364,-143.6702212394664,8850
-74.13030955999997,-112.23224734000001,-93.18127844999998,48.437663308116505,-44.743615141883495,-141.61894175811656,9000
-73.37257645999998,-112.22525968000002,-92.79891806999996,48.96852049968539,-43.83039757031461,-141.76743856968542,9150
-73.35520363999998,-114.00456446000003,-93.67988404999997,50.238963414251366,-43.44092063574863,-143.9188474642514,9300
-71.74758422,-113.75058386000002,-92.74908403999996,50.85075456307062,-41.89832947692938,-143.59983860307068,9450
-70.52195017999999,-111.61781838,-91.06988427999997,50.20931577041911,-40.86056850958091,-141.27920005041915,9600
-69.47445757999999,-111.41215744000002,-90.44330750999998,50.80458064582263,-39.63872686417738,-141.24788815582266,9750
-68.74447556,-110.44093958000002,-89.59270756999999,50.6340011474934,-38.95870642250661,-140.22670871749347,9900
-68.61196537999999,-109.22773540000001,-88.91985039,49.86983509170579,-39.05001529829423,-138.78968548170585,10050
-70.64596388,-107.65412964000001,-89.15004675999998,48.4599603506842,-40.690086409315825,-137.61000711068425,10200
-72.20832272,-107.37036006000002,-89.78934138999999,48.919914120968,-40.86942726903202,-138.70925551096806,10350
-70.85429572,-108.16308406000002,-89.50868989,50.14795806440589,-39.36073182559413,-139.65664795440594,10500
-70.03129103999999,-111.85592976000002,-90.9436104,50.85818619877236,-40.08542420122766,-141.80179659877243,10650
-69.51228599999999,-110.55009670000003,-90.03119134999999,50.301814770202775,-39.72937657979725,-140.33300612020284,10800
-68.16050096,-110.49135404000002,-89.32592749999999,51.21613380546237,-38.10979369453765,-140.54206130546243,10950
