,number,value,datetime_start,datetime_complete,duration,params_ent_coef,params_gamma,params_lr,params_lr_schedule,params_n_steps,params_vf_coef,state
0,0,-4.743465900421143,2020-09-12 13:07:52.080001,2020-09-12 13:08:09.573910,0 days 00:00:17.493909,1.5150682476321377e-07,0.9999,0.0004793381743442404,linear,8,0.24931392840580324,COMPLETE
1,1,-3.2070159912109375,2020-09-12 13:07:52.080837,2020-09-12 13:08:08.654408,0 days 00:00:16.573571,0.00013239315666549865,0.95,0.00022236471395870397,linear,16,0.6206242256351451,COMPLETE
